name,collection_or_case,rarity,float_category
★ Hand Wraps | Spruce DDPAT,Unknown,Extraordinary,0.06 - 0.8
MP9 | Dart,The Vanguard Collection,Mil-Spec Grade,0 - 0.46
MP9 | Deadly Poison,The Chroma Collection,Mil-Spec Grade,0 - 1
MP9 | Food Chain,The Snakebite Collection,Classified,0 - 1
MP9 | Goo,The Spectrum 2 Collection,Restricted,0 - 0.6
MP9 | Hydra,The CS20 Collection,Classified,0 - 1
MP9 | Wild Lily,The St. Marc Collection,Classified,0 - 0.7
MP9 | Latte Rush,The Train 2025 Collection,Classified,0 - 1
MP9 | Airlock,The Gamma 2 Collection,Classified,0 - 1
MP9 | Featherweight,The Revolution Collection,Mil-Spec Grade,0 - 1
MP9 | Capillary,The Horizon Collection,Mil-Spec Grade,0 - 0.7
MP9 | Arctic Tri-Tone,The Sport & Field Collection,Restricted,0 - 0.6
MP9 | Modest Threat,The Danger Zone Collection,Mil-Spec Grade,0 - 0.75
MP9 | Starlight Protector,The Dreams & Nightmares Collection,Covert,0 - 0.8
MP9 | Buff Blue,The Ascent Collection,Consumer Grade,0 - 0.7
MP9 | Multi-Terrain,The Radiant Collection,Consumer Grade,0 - 0.6
MP9 | Setting Sun,The Cache Collection,Mil-Spec Grade,0 - 1
MP9 | Green Plaid,The Baggage Collection,Consumer Grade,0 - 0.58
MP9 | Slide,The 2018 Inferno Collection,Consumer Grade,0.06 - 0.8
MP9 | Cobalt Paisley,The Ascent Collection,Mil-Spec Grade,0 - 0.65
MP9 | Shredded,The Radiant Collection,Mil-Spec Grade,0 - 0.6
MP9 | Nexus,The Fever Collection,Mil-Spec Grade,0 - 1
MP9 | Storm,The Overpass Collection,Consumer Grade,0.06 - 0.8
MP9 | Bulldozer,The Assault Collection,Restricted,0.06 - 0.8
MP9 | Pine,The Boreal Collection,Consumer Grade,0 - 0.7
MP9 | Old Roots,The 2021 Dust 2 Collection,Industrial Grade,0 - 0.5
MP9 | Dry Season,The Alpha Collection,Consumer Grade,0.06 - 0.8
MP9 | Orange Peel,The Safehouse Collection,Industrial Grade,0.06 - 0.8
MP9 | Sand Dashed,The Dust 2 Collection,Consumer Grade,0.06 - 0.8
Negev | Army Sheen,The Bank Collection,Consumer Grade,0 - 0.3
Negev | Man-o'-war,The Chroma 2 Collection,Mil-Spec Grade,0.1 - 0.2
Negev | Anodized Navy,The Assault Collection,Mil-Spec Grade,0 - 0.08
Negev | Bratatat,The eSports 2014 Summer Collection,Mil-Spec Grade,0 - 1
Negev | Loudmouth,The Falchion Collection,Restricted,0.14 - 0.65
Negev | Drop Me,The Recoil Collection,Mil-Spec Grade,0 - 1
Negev | dev_texture,The Snakebite Collection,Restricted,0 - 0.65
Negev | Power Loader,The Revolver Case Collection,Restricted,0 - 1
Negev | Prototype,The Prisma 2 Collection,Mil-Spec Grade,0 - 0.7
Negev | Desert-Strike,The Breakout Collection,Mil-Spec Grade,0 - 0.5
Negev | Ultralight,The Fracture Collection,Mil-Spec Grade,0 - 0.79
Negev | Wall Bang,The Overpass 2024 Collection,Industrial Grade,0 - 1
Negev | Mjölnir,The Norse Collection,Classified,0 - 0.6
Negev | Bulkhead,The 2018 Nuke Collection,Industrial Grade,0 - 0.5
Negev | Dazzle,The Gamma 2 Collection,Mil-Spec Grade,0.1 - 0.65
Negev | Phoenix Stencil,The Havoc Collection,Mil-Spec Grade,0 - 0.65
Negev | CaliCamo,The Mirage Collection,Industrial Grade,0 - 0.6
Negev | Boroque Sand,The Canals Collection,Consumer Grade,0 - 1
Negev | Infrastructure,The 2021 Vertigo Collection,Mil-Spec Grade,0 - 0.49
Negev | Raw Ceramic,The Boreal Collection,Consumer Grade,0 - 0.75
Negev | Sour Grapes,The Ascent Collection,Industrial Grade,0 - 0.8
Negev | Lionfish,The Clutch Collection,Restricted,0 - 0.55
Negev | Terrain,The Phoenix Collection,Mil-Spec Grade,0 - 0.45
Negev | Nuclear Waste,The Cache Collection,Industrial Grade,0 - 0.4
Negev | Palm,The Alpha Collection,Industrial Grade,0.06 - 0.8
Nova | Army Sheen,The Ancient Collection,Consumer Grade,0 - 0.3
Nova | Graphite,The Arms Deal 2 Collection,Restricted,0 - 0.12
Nova | Red Quartz,The 2021 Train Collection,Restricted,0 - 0.4
Nova | Gila,The Glove Collection,Restricted,0 - 0.3
Nova | Caged Steel,The Bank Collection,Industrial Grade,0 - 0.2
Nova | Baroque Orange,The Canals Collection,Restricted,0 - 0.5
Nova | Exo,The Gamma Collection,Mil-Spec Grade,0 - 0.5
Nova | Rust Coat,The Havoc Collection,Industrial Grade,0 - 0.8
Nova | Antique,The Phoenix Collection,Classified,0 - 0.3
Nova | Plume,The Shattered Web Collection,Mil-Spec Grade,0 - 0.8
Nova | Hyper Beast,The Wildfire Collection,Classified,0 - 0.6
Nova | Koi,The Breakout Collection,Restricted,0 - 0.3
Nova | Clear Polymer,The Operation Broken Fang Collection,Restricted,0 - 1
Nova | Ranger,The Falchion Collection,Mil-Spec Grade,0 - 1
Nova | Toy Soldier,The Horizon Collection,Restricted,0 - 1
Nova | Wurst Hölle,The Overpass 2024 Collection,Mil-Spec Grade,0 - 1
Nova | Rising Skull,The Winter Offensive Collection,Restricted,0 - 0.5
Nova | Bloomstick,The eSports 2014 Summer Collection,Classified,0.06 - 0.8
Nova | Walnut,The Inferno Collection,Consumer Grade,0.06 - 0.8
Nova | Wild Six,The Clutch Collection,Restricted,0 - 0.8
Nova | Wood Fired,The Danger Zone Collection,Mil-Spec Grade,0 - 0.75
Nova | Sobek's Bite,The Anubis Collection,Restricted,0 - 1
Nova | Yorkshire,The Sport & Field Collection,Mil-Spec Grade,0 - 1
Nova | Mandrel,The 2018 Nuke Collection,Consumer Grade,0 - 0.5
Nova | Blaze Orange,The Militia Collection,Mil-Spec Grade,0.06 - 0.8
Nova | Modern Hunter,The Militia Collection,Mil-Spec Grade,0.06 - 0.8
Nova | Tempest,The Bravo Collection,Mil-Spec Grade,0.06 - 0.22
Nova | Quick Sand,The 2021 Dust 2 Collection,Mil-Spec Grade,0 - 0.5
Nova | Interlock,The 2021 Vertigo Collection,Mil-Spec Grade,0 - 0.5
Nova | Moon in Libra,The Gods and Monsters Collection,Consumer Grade,0 - 0.5
Nova | Dark Sigil,The Kilowatt Collection,Mil-Spec Grade,0 - 0.698529
Nova | Rising Sun,The Fever Collection,Restricted,0 - 1
Nova | Green Apple,The Cobblestone Collection,Industrial Grade,0 - 0.3
Nova | Candy Apple,The Italy Collection,Industrial Grade,0 - 0.3
Nova | Sand Dune,The Italy Collection,Consumer Grade,0.06 - 0.8
Nova | Turquoise Pour,The Ascent Collection,Industrial Grade,0 - 0.678431
Nova | Marsh Grass,The Radiant Collection,Consumer Grade,0 - 0.55
Nova | Ghost Camo,The eSports 2013 Winter Collection,Mil-Spec Grade,0 - 0.4
Nova | Forest Leaves,The Aztec Collection,Consumer Grade,0.06 - 0.8
Nova | Polar Mesh,The Train Collection,Consumer Grade,0.06 - 0.8
Nova | Windblown,The Snakebite Collection,Mil-Spec Grade,0 - 0.5
Nova | Predator,The Dust 2 Collection,Consumer Grade,0.06 - 0.8
Nova | Rain Station,The Train 2025 Collection,Industrial Grade,0 - 0.35
P250 | Nevermore,The Danger Zone Collection,Restricted,0 - 0.4
P250 | Digital Architect,The 2021 Vertigo Collection,Restricted,0 - 0.49
P250 | Steel Disruption,The eSports 2013 Winter Collection,Mil-Spec Grade,0 - 0.2
P250 | Undertow,The Arms Deal 3 Collection,Classified,0 - 0.2
P250 | Ripple,The Spectrum Collection,Mil-Spec Grade,0 - 0.5
P250 | Dark Filigree,The Canals Collection,Industrial Grade,0 - 0.5
P250 | Metallic DDPAT,The Train Collection,Industrial Grade,0 - 0.08
P250 | Cartel,The Vanguard Collection,Classified,0 - 0.75
P250 | Valence,The Chroma 2 Collection,Mil-Spec Grade,0 - 0.8
P250 | Verdigris,The Prisma Collection,Mil-Spec Grade,0 - 0.7
P250 | Constructivist,The Train 2025 Collection,Industrial Grade,0 - 0.35
P250 | Supernova,The Breakout Collection,Restricted,0 - 0.4
P250 | Franklin,The Bank Collection,Classified,0 - 0.4
P250 | Asiimov,The Chroma 3 Collection,Classified,0.1 - 1
P250 | Red Rock,The Operation Hydra Collection,Restricted,0 - 1
P250 | Cassette,The Fracture Collection,Mil-Spec Grade,0 - 0.6
P250 | See Ya Later,The Spectrum 2 Collection,Covert,0 - 0.7
P250 | Contaminant,The Operation Broken Fang Collection,Mil-Spec Grade,0 - 0.7
P250 | Muertos,The Chroma Collection,Classified,0 - 0.6
P250 | Re.built,The Revolution Collection,Mil-Spec Grade,0 - 0.9
P250 | Mehndi,The Winter Offensive Collection,Classified,0 - 1
P250 | X-Ray,The X-Ray Collection,Restricted,0 - 0.3
P250 | Apep's Curse,The Anubis Collection,Classified,0 - 1
P250 | Vino Primo,The 2018 Inferno Collection,Restricted,0 - 1
P250 | Cyber Shell,The Snakebite Collection,Restricted,0 - 0.85
P250 | Inferno,The CS20 Collection,Restricted,0 - 0.68
P250 | Iron Clad,The Gamma Collection,Mil-Spec Grade,0.05 - 0.8
P250 | Visions,The Recoil Collection,Classified,0 - 0.7
P250 | Facility Draft,The 2018 Nuke Collection,Consumer Grade,0 - 0.5
P250 | Facets,The Alpha Collection,Industrial Grade,0.06 - 0.8
P250 | Black & Tan,The 2021 Dust 2 Collection,Mil-Spec Grade,0 - 0.5
P250 | Exchanger,The 2018 Nuke Collection,Mil-Spec Grade,0 - 0.5
P250 | Boreal Forest,The Lake Collection,Consumer Grade,0.06 - 0.8
P250 | Forest Night,The Control Collection,Consumer Grade,0.06 - 0.8
P250 | Gunsmoke,The Inferno Collection,Industrial Grade,0.06 - 0.8
P250 | Modern Hunter,The Militia Collection,Mil-Spec Grade,0.06 - 0.8
P250 | Crimson Kimono,The Rising Sun Collection,Industrial Grade,0 - 0.8
P250 | Contamination,The Cache Collection,Industrial Grade,0 - 0.83
P250 | Wingshot,The Shadow Collection,Restricted,0 - 0.9
P250 | Bengal Tiger,The Havoc Collection,Mil-Spec Grade,0.06 - 0.8
P250 | Hive,The Arms Deal 2 Collection,Mil-Spec Grade,0 - 0.3
P250 | Red Tide,The Radiant Collection,Mil-Spec Grade,0 - 0.75
P250 | Epicenter,The Gallery Collection,Classified,0 - 0.8
P250 | Copper Oxide,The Boreal Collection,Consumer Grade,0 - 0.65
P250 | Sand Dune,The Dust 2 Collection,Consumer Grade,0.06 - 0.8
P250 | Whiteout,The Chop Shop Collection,Mil-Spec Grade,0.06 - 0.8
P250 | Small Game,The Sport & Field Collection,Mil-Spec Grade,0 - 0.7
P250 | Sedimentary,The Radiant Collection,Industrial Grade,0 - 0.68
P250 | Drought,The 2021 Mirage Collection,Consumer Grade,0 - 0.44
P250 | Mint Kimono,The Rising Sun Collection,Consumer Grade,0 - 0.8
P250 | Plum Netting,The Ascent Collection,Consumer Grade,0 - 0.6
P250 | Nuclear Threat,The Nuke Collection,Restricted,0.06 - 0.8
P250 | Splash,The eSports 2013 Collection,Restricted,0.06 - 0.18
P250 | Bone Mask,The Mirage Collection,Consumer Grade,0.06 - 0.8
P90 | Ancient Earth,The Ancient Collection,Consumer Grade,0 - 0.5
P90 | Astral Jörmungandr,The Norse Collection,Restricted,0 - 0.5
P90 | Cold Blooded,The Arms Deal 2 Collection,Classified,0 - 0.08
P90 | Tiger Pit,The Havoc Collection,Mil-Spec Grade,0 - 0.5
P90 | Baroque Red,The Canals Collection,Mil-Spec Grade,0 - 0.5
P90 | Module,The Huntsman Collection,Mil-Spec Grade,0 - 0.35
P90 | Leather,The Baggage Collection,Industrial Grade,0 - 1
P90 | Death by Kitty,The eSports 2013 Collection,Covert,0.08 - 0.32
P90 | Emerald Dragon,The Bravo Collection,Classified,0.06 - 0.52
P90 | Run and Hide,The Ancient Collection,Classified,0 - 1
P90 | Asiimov,The Breakout Collection,Covert,0 - 0.92
P90 | Grim,The Gamma 2 Collection,Mil-Spec Grade,0 - 0.8
P90 | Elite Build,The Falchion Collection,Mil-Spec Grade,0 - 1
P90 | Nostalgia,The CS20 Collection,Classified,0 - 0.57
P90 | Off World,The Prisma Collection,Mil-Spec Grade,0 - 0.75
P90 | ScaraB Rush,The Anubis Collection,Restricted,0 - 1
P90 | Desert Warfare,The Huntsman Collection,Mil-Spec Grade,0 - 0.5
P90 | Shapewood,The Revolver Case Collection,Classified,0 - 1
P90 | Trigon,The Phoenix Collection,Classified,0.08 - 0.75
P90 | Attack Vector,The Graphic Design Collection,Restricted,0 - 0.55
P90 | Freight,The Fracture Collection,Mil-Spec Grade,0 - 1
P90 | Chopper,The Gamma Collection,Restricted,0 - 0.6
P90 | Neoqueen,The Revolution Collection,Restricted,0 - 0.6
P90 | Shallow Grave,The Glove Collection,Classified,0 - 0.75
P90 | Vent Rush,The Recoil Collection,Restricted,0 - 0.7
P90 | Traction,The Horizon Collection,Mil-Spec Grade,0 - 1
P90 | Desert Halftone,The Radiant Collection,Consumer Grade,0 - 0.65
P90 | Facility Negative,The 2018 Nuke Collection,Mil-Spec Grade,0 - 0.5
P90 | Desert DDPAT,The 2021 Dust 2 Collection,Consumer Grade,0 - 0.5
P90 | Blind Spot,The eSports 2013 Winter Collection,Restricted,0 - 0.5
P90 | Death Grip,The Operation Hydra Collection,Restricted,0 - 1
P90 | Cocoa Rampage,The Operation Broken Fang Collection,Mil-Spec Grade,0 - 0.6
P90 | Blue Tac,The Ascent Collection,Consumer Grade,0 - 0.6
P90 | Schematic,The 2021 Vertigo Collection,Mil-Spec Grade,0 - 0.5
P90 | Virus,The eSports 2014 Summer Collection,Restricted,0.06 - 0.8
P90 | Reef Grief,The Ascent Collection,Mil-Spec Grade,0 - 0.6
P90 | Mustard Gas,The Boreal Collection,Industrial Grade,0 - 0.63
P90 | Wave Breaker,The Fever Collection,Restricted,0 - 0.950549
P90 | Randy Rush,The Gallery Collection,Restricted,0 - 0.75
P90 | Straight Dimes,The Train 2025 Collection,Industrial Grade,0 - 1
P90 | Storm,The Cobblestone Collection,Consumer Grade,0.06 - 0.8
P90 | Sunset Lily,The St. Marc Collection,Industrial Grade,0 - 0.5
P90 | Scorched,The Mirage Collection,Consumer Grade,0.06 - 0.8
P90 | Glacier Mesh,The Vertigo Collection,Mil-Spec Grade,0.06 - 0.8
P90 | Teardown,The Lake Collection,Mil-Spec Grade,0 - 0.6
P90 | Verdant Growth,The 2021 Mirage Collection,Industrial Grade,0 - 0.47
P90 | Fallout Warning,The Nuke Collection,Industrial Grade,0.06 - 0.8
P90 | Wash me,The Overpass 2024 Collection,Industrial Grade,0 - 0.5
P90 | Sand Spray,The Dust 2 Collection,Consumer Grade,0.06 - 0.8
P90 | Ash Wood,The Train Collection,Industrial Grade,0 - 0.45
R8 Revolver | Amber Fade,The Dust 2 Collection,Classified,0 - 0.4
R8 Revolver | Fade,The Revolver Case Collection,Covert,0 - 0.4
R8 Revolver | Blaze,The 2021 Train Collection,Mil-Spec Grade,0 - 0.08
R8 Revolver | Phoenix Marker,The Havoc Collection,Industrial Grade,0 - 0.6
R8 Revolver | Leafhopper,The Boreal Collection,Industrial Grade,0 - 0.65098
R8 Revolver | Reboot,The Gamma Collection,Restricted,0 - 1
R8 Revolver | Survivalist,The Horizon Collection,Mil-Spec Grade,0 - 0.7
R8 Revolver | Skull Crusher,The Prisma Collection,Classified,0.25 - 0.8
R8 Revolver | Banana Cannon,The Revolution Collection,Restricted,0 - 1
R8 Revolver | Bone Forged,The Prisma 2 Collection,Mil-Spec Grade,0 - 0.6
R8 Revolver | Llama Cannon,The Spectrum 2 Collection,Classified,0.03 - 0.7
R8 Revolver | Memento,The Shattered Web Collection,Mil-Spec Grade,0 - 0.8
R8 Revolver | Junk Yard,The Snakebite Collection,Mil-Spec Grade,0 - 1
R8 Revolver | Inlay,The Anubis Collection,Consumer Grade,0 - 0.76
R8 Revolver | Crazy 8,The Recoil Collection,Restricted,0 - 1
R8 Revolver | Grip,The Clutch Collection,Mil-Spec Grade,0 - 1
R8 Revolver | Desert Brush,The 2021 Dust 2 Collection,Consumer Grade,0 - 0.6
R8 Revolver | Crimson Web,The Revolver Case Collection,Mil-Spec Grade,0.06 - 0.8
R8 Revolver | Tango,The Gallery Collection,Mil-Spec Grade,0 - 0.851064
R8 Revolver | Night,The Ancient Collection,Consumer Grade,0.06 - 0.8
R8 Revolver | Nitro,The 2018 Inferno Collection,Industrial Grade,0.06 - 0.8
R8 Revolver | Cobalt Grip,The Ascent Collection,Consumer Grade,0 - 0.80339
R8 Revolver | Canal Spray,The Canals Collection,Consumer Grade,0.06 - 0.6
R8 Revolver | Bone Mask,The Bank Collection,Consumer Grade,0.06 - 0.8
Sawed-Off | Amber Fade,The Train Collection,Mil-Spec Grade,0 - 0.4
Sawed-Off | Brake Light,The 2018 Inferno Collection,Mil-Spec Grade,0 - 0.08
Sawed-Off | Copper,The Dust Collection,Mil-Spec Grade,0 - 1
Sawed-Off | Morris,The Spectrum 2 Collection,Mil-Spec Grade,0 - 1
Sawed-Off | Highwayman,The Vanguard Collection,Restricted,0 - 1
Sawed-Off | Zander,The Spectrum Collection,Mil-Spec Grade,0.05 - 1
Sawed-Off | Rust Coat,The Cobblestone Collection,Industrial Grade,0 - 0.8
Sawed-Off | First Class,The Baggage Collection,Mil-Spec Grade,0 - 0.5
Sawed-Off | Limelight,The Gamma Collection,Restricted,0 - 1
Sawed-Off | Apocalypto,The Prisma 2 Collection,Restricted,0 - 1
Sawed-Off | Black Sand,The Danger Zone Collection,Mil-Spec Grade,0 - 0.9
Sawed-Off | Serenity,The Chroma Collection,Restricted,0 - 0.5
Sawed-Off | Devourer,The Horizon Collection,Classified,0 - 0.8
Sawed-Off | Kiss♥Love,The Recoil Collection,Classified,0 - 1
Sawed-Off | The Kraken,The Winter Offensive Collection,Covert,0 - 0.4
Sawed-Off | Origami,The Chroma 2 Collection,Mil-Spec Grade,0 - 0.55
Sawed-Off | Spirit Board,The Dreams & Nightmares Collection,Mil-Spec Grade,0 - 1
Sawed-Off | Wasteland Princess,The Glove Collection,Classified,0 - 0.7
Sawed-Off | Fubar,The Chroma 3 Collection,Mil-Spec Grade,0.4 - 1
Sawed-Off | Yorick,The Revolver Case Collection,Mil-Spec Grade,0 - 1
Sawed-Off | Runoff,The Ascent Collection,Consumer Grade,0 - 0.780822
Sawed-Off | Mosaico,The Alpha Collection,Industrial Grade,0.06 - 0.8
Sawed-Off | Bamboo Shadow,The Rising Sun Collection,Consumer Grade,0 - 0.6
Sawed-Off | Forest DDPAT,The Bank Collection,Consumer Grade,0.06 - 0.8
Sawed-Off | Orange DDPAT,The eSports 2013 Collection,Restricted,0.06 - 0.8
Sawed-Off | Parched,The 2021 Dust 2 Collection,Consumer Grade,0 - 0.49
Sawed-Off | Clay Ambush,The Havoc Collection,Consumer Grade,0 - 0.6
Sawed-Off | Full Stop,The Italy Collection,Mil-Spec Grade,0 - 0.6
Sawed-Off | Analog Input,The Kilowatt Collection,Restricted,0 - 0.61886
Sawed-Off | Irradiated Alert,The Nuke Collection,Consumer Grade,0.06 - 0.8
Sawed-Off | Jungle Thicket,The St. Marc Collection,Consumer Grade,0 - 0.5
Sawed-Off | Snake Camo,The Dust 2 Collection,Industrial Grade,0.06 - 0.8
Sawed-Off | Sage Spray,The Overpass Collection,Consumer Grade,0.06 - 0.8
SCAR-20 | Army Sheen,The Chop Shop Collection,Consumer Grade,0 - 0.3
SCAR-20 | Carbon Fiber,The Train Collection,Industrial Grade,0 - 0.12
SCAR-20 | Emerald,The Alpha Collection,Restricted,0 - 0.08
SCAR-20 | Brass,The Norse Collection,Mil-Spec Grade,0 - 1
SCAR-20 | Grotto,The Chroma Collection,Mil-Spec Grade,0 - 0.5
SCAR-20 | Blueprint,The Spectrum Collection,Mil-Spec Grade,0 - 0.75
SCAR-20 | Wild Berry,The Graphic Design Collection,Mil-Spec Grade,0 - 0.65
SCAR-20 | Cardiac,The Vanguard Collection,Classified,0 - 1
SCAR-20 | Assault,The CS20 Collection,Mil-Spec Grade,0 - 0.62
SCAR-20 | Cyrex,The Huntsman Collection,Classified,0 - 0.5
SCAR-20 | Bloodsport,The Gamma Collection,Classified,0 - 0.45
SCAR-20 | Enforcer,The Prisma 2 Collection,Restricted,0 - 1
SCAR-20 | Green Marine,The Shadow Collection,Mil-Spec Grade,0 - 0.8
SCAR-20 | Powercore,The Gamma 2 Collection,Restricted,0 - 1
SCAR-20 | Fragments,The Revolution Collection,Mil-Spec Grade,0 - 0.78
SCAR-20 | Magna Carta,The Control Collection,Mil-Spec Grade,0 - 0.6
SCAR-20 | Stone Mosaico,The Canals Collection,Consumer Grade,0.06 - 0.5
SCAR-20 | Splash Jam,The Militia Collection,Classified,0.06 - 0.8
SCAR-20 | Jungle Slipstream,The Spectrum 2 Collection,Mil-Spec Grade,0 - 0.5
SCAR-20 | Outbreak,The Revolver Case Collection,Mil-Spec Grade,0 - 0.5
SCAR-20 | Crimson Web,The Arms Deal 2 Collection,Mil-Spec Grade,0.06 - 0.8
SCAR-20 | Trail Blazer,The Gallery Collection,Mil-Spec Grade,0 - 0.702614
SCAR-20 | Short Ochre,The Radiant Collection,Consumer Grade,0 - 0.746575
SCAR-20 | Contractor,The Safehouse Collection,Consumer Grade,0.06 - 0.8
SCAR-20 | Storm,The Cobblestone Collection,Consumer Grade,0.06 - 0.8
SCAR-20 | Sand Mesh,The Dust 2 Collection,Consumer Grade,0.06 - 0.8
SCAR-20 | Palm,The Dust Collection,Industrial Grade,0.06 - 0.8
SCAR-20 | Torn,The Shattered Web Collection,Mil-Spec Grade,0 - 0.45
SCAR-20 | Poultrygeist,The Dreams & Nightmares Collection,Mil-Spec Grade,0 - 0.57
SG 553 | Desert Blossom,The 2021 Mirage Collection,Mil-Spec Grade,0 - 0.49
SG 553 | Lush Ruins,The Ancient Collection,Consumer Grade,0 - 0.7
SG 553 | Hypnotic,The Havoc Collection,Restricted,0 - 0.08
SG 553 | Army Sheen,The Bank Collection,Consumer Grade,0 - 0.3
SG 553 | Anodized Navy,The Lake Collection,Mil-Spec Grade,0 - 0.08
SG 553 | Damascus Steel,The Dust 2 Collection,Mil-Spec Grade,0 - 1
SG 553 | Traveler,The Baggage Collection,Industrial Grade,0 - 1
SG 553 | Aerial,The Gamma Collection,Mil-Spec Grade,0 - 0.6
SG 553 | Atlas,The Chroma 3 Collection,Mil-Spec Grade,0 - 0.81
SG 553 | Hazard Pay,The 2021 Vertigo Collection,Classified,0 - 0.48
SG 553 | Dragon Tech,The Recoil Collection,Restricted,0 - 0.7
SG 553 | Cyberforce,The Revolution Collection,Mil-Spec Grade,0 - 0.9
SG 553 | Cyrex,The Falchion Collection,Classified,0 - 1
SG 553 | Darkwing,The Prisma 2 Collection,Restricted,0 - 1
SG 553 | Pulse,The Phoenix Collection,Restricted,0.1 - 0.6
SG 553 | Integrale,The 2018 Inferno Collection,Classified,0 - 1
SG 553 | Colony IV,The Shattered Web Collection,Classified,0 - 1
SG 553 | Triarch,The Gamma 2 Collection,Restricted,0 - 1
SG 553 | Berry Gel Coat,The Graphic Design Collection,Mil-Spec Grade,0 - 0.8
SG 553 | Heavy Metal,The Snakebite Collection,Mil-Spec Grade,0 - 1
SG 553 | Danger Close,The Danger Zone Collection,Mil-Spec Grade,0.02 - 0.8
SG 553 | Phantom,The Spectrum 2 Collection,Restricted,0 - 0.6
SG 553 | Ol' Rusty,The Fracture Collection,Mil-Spec Grade,0 - 0.7
SG 553 | Tiger Moth,The Revolver Case Collection,Restricted,0 - 1
SG 553 | Basket Halftone,The Radiant Collection,Industrial Grade,0 - 0.6
SG 553 | Ultraviolet,The Arms Deal Collection,Mil-Spec Grade,0.06 - 0.8
SG 553 | Candy Apple,The Canals Collection,Industrial Grade,0 - 0.7
SG 553 | Tornado,The Assault Collection,Consumer Grade,0.06 - 0.8
SG 553 | Bulldozer,The Chop Shop Collection,Restricted,0.06 - 0.8
SG 553 | Night Camo,The Ascent Collection,Consumer Grade,0 - 0.795222
SG 553 | Barricade,The Norse Collection,Consumer Grade,0 - 0.65
SG 553 | Bleached,The 2021 Dust 2 Collection,Consumer Grade,0 - 0.5
SG 553 | Gator Mesh,The Mirage Collection,Industrial Grade,0 - 0.6
SG 553 | Fallout Warning,The Cache Collection,Industrial Grade,0 - 0.8
SG 553 | Aloha,The Clutch Collection,Mil-Spec Grade,0 - 0.55
SG 553 | Wave Spray,The Bravo Collection,Mil-Spec Grade,0.06 - 0.8
SG 553 | Waves Perforated,The Lake Collection,Consumer Grade,0.06 - 0.8
SSG 08 | Acid Fade,The Safehouse Collection,Mil-Spec Grade,0 - 0.03
SSG 08 | Carbon Fiber,The 2021 Vertigo Collection,Industrial Grade,0 - 0.12
SSG 08 | Threat Detected,The Control Collection,Mil-Spec Grade,0 - 0.65
SSG 08 | Dark Water,The eSports 2014 Summer Collection,Mil-Spec Grade,0.1 - 0.26
SSG 08 | Abyss,The Breakout Collection,Mil-Spec Grade,0 - 1
SSG 08 | Blood in the Water,The Arms Deal 2 Collection,Covert,0.06 - 0.2
SSG 08 | Parallax,The Operation Broken Fang Collection,Restricted,0 - 1
SSG 08 | Death's Head,The Operation Hydra Collection,Restricted,0 - 0.51
SSG 08 | Dragonfire,The Glove Collection,Covert,0 - 0.5
SSG 08 | Fever Dream,The Prisma 2 Collection,Restricted,0 - 0.72
SSG 08 | Slashed,The Huntsman Collection,Mil-Spec Grade,0.15 - 0.8
SSG 08 | Mainframe 001,The Fracture Collection,Mil-Spec Grade,0 - 1
SSG 08 | Necropos,The Wildfire Collection,Mil-Spec Grade,0 - 1
SSG 08 | Death Strike,The 2021 Dust 2 Collection,Classified,0 - 0.8
SSG 08 | Big Iron,The Shadow Collection,Classified,0 - 0.64
SSG 08 | Bloodshot,The Shattered Web Collection,Classified,0.14 - 0.6
SSG 08 | Turbo Peek,The Operation Riptide Collection,Classified,0 - 0.6
SSG 08 | Azure Glyph,The Anubis Collection,Industrial Grade,0.01 - 0.99
SSG 08 | Ghost Crusader,The Chroma 3 Collection,Restricted,0 - 1
SSG 08 | Hand Brake,The 2018 Inferno Collection,Mil-Spec Grade,0 - 1
SSG 08 | Zeno,The Sport & Field Collection,Mil-Spec Grade,0 - 0.7
SSG 08 | Halftone Whorl,The Graphic Design Collection,Industrial Grade,0 - 0.5
SSG 08 | Sea Calico,The St. Marc Collection,Restricted,0 - 0.5
SSG 08 | Mayan Dreams,The Alpha Collection,Industrial Grade,0.06 - 0.8
SSG 08 | Orange Filigree,The Canals Collection,Mil-Spec Grade,0 - 0.5
SSG 08 | Detour,The Overpass Collection,Mil-Spec Grade,0 - 0.43
SSG 08 | Spring Twilly,The 2021 Train Collection,Mil-Spec Grade,0 - 0.55
SSG 08 | Tiger Tear,The Boreal Collection,Industrial Grade,0 - 0.55
SSG 08 | Green Ceramic,The Boreal Collection,Consumer Grade,0 - 0.75
SSG 08 | Blue Spruce,The Safehouse Collection,Consumer Grade,0.06 - 0.8
SSG 08 | Red Stone,The Norse Collection,Consumer Grade,0.06 - 0.5
SSG 08 | Sand Dune,The Baggage Collection,Consumer Grade,0.06 - 0.8
SSG 08 | Grey Smoke,The Ascent Collection,Consumer Grade,0 - 0.6
SSG 08 | Blush Pour,The Radiant Collection,Mil-Spec Grade,0 - 0.678431
SSG 08 | Tropical Storm,The Mirage Collection,Industrial Grade,0.06 - 0.8
SSG 08 | Lichen Dashed,The Aztec Collection,Consumer Grade,0.06 - 0.8
SSG 08 | Jungle Dashed,The Ancient Collection,Consumer Grade,0.06 - 0.8
SSG 08 | Prey,The 2021 Mirage Collection,Consumer Grade,0 - 0.48
SSG 08 | Memorial,The Fever Collection,Mil-Spec Grade,0 - 1
